timestamp_ms,ir_ambient_c,ir_object_c,sound_peak,sound_volts,ax,ay,az,gx,gy,gz,mx,my,mz
9800,26.77,26.27,1666,0.336,976,-148,-13240,89,338,103,0,0,0
9805,26.77,26.27,1783,0.359,920,-140,-13344,86,379,106,0,0,0
9811,26.77,26.27,1198,0.241,728,-176,-13712,93,338,94,0,0,0
9816,26.77,26.27,987,0.199,804,-108,-13624,72,329,77,0,0,0
9821,26.77,26.27,523,0.105,832,-168,-13384,93,333,109,0,0,0
9825,26.77,26.27,1624,0.327,916,-136,-13296,108,336,102,0,0,0
9846,26.77,26.27,100,0.02,796,-44,-13428,116,318,122,0,0,0
9850,26.77,26.27,2273,0.458,912,-164,-13272,100,354,107,0,0,0
9921,26.77,26.27,123,0.025,892,-132,-13480,95,315,105,0,0,0
9926,26.77,26.27,2293,0.462,904,-132,-13336,95,336,89,0,0,0
9930,26.77,26.27,2664,0.537,840,-128,-13428,92,349,96,0,0,0
9935,26.77,26.27,1430,0.288,804,8,-13416,105,328,95,0,0,0
10024,26.77,26.27,1659,0.334,804,8,-13416,105,328,95,0,0,0
10025,26.77,26.27,288,0.058,912,-188,-13104,106,364,85,0,0,0
10030,26.77,26.27,3047,0.614,832,-112,-13648,94,367,97,0,0,0
10035,26.77,26.27,1828,0.368,860,-92,-13944,114,371,91,0,0,0
10040,26.77,26.27,1475,0.297,816,-152,-13700,98,336,85,0,0,0
10046,26.77,26.27,1073,0.216,872,-24,-13468,67,309,91,0,0,0
10051,26.77,26.27,1348,0.272,844,-84,-13136,132,340,88,0,0,0
10056,26.77,26.27,3103,0.625,768,-168,-13376,106,357,89,0,0,0
10060,26.77,26.27,2949,0.594,800,-240,-13688,94,325,94,0,0,0
10065,26.77,26.27,757,0.152,808,-80,-13684,77,321,95,0,0,0
10070,26.77,26.27,2416,0.487,864,-96,-13280,69,316,99,0,0,0
10076,26.77,26.27,1498,0.302,896,-136,-13260,109,352,75,0,0,0
10081,26.77,26.27,1229,0.248,736,-80,-13628,99,354,84,0,0,0
10086,26.73,26.11,2311,0.466,636,-120,-13656,92,340,96,0,0,0
10090,26.73,26.11,1848,0.372,808,-20,-13700,90,325,108,0,0,0
10095,26.73,26.11,1172,0.236,708,-116,-13392,108,348,129,0,0,0
10166,26.73,26.11,228,0.046,808,-228,-13724,98,297,103,0,0,0
10259,26.73,26.11,999,0.201,916,-96,-13464,110,356,89,0,0,0
10261,26.73,26.11,672,0.135,764,-44,-13816,92,327,109,0,0,0
10266,26.73,26.11,595,0.12,812,-132,-13644,72,302,81,0,0,0
10270,26.73,26.11,802,0.162,904,-184,-13556,78,312,122,0,0,0
10275,26.73,26.11,1449,0.292,900,-40,-13392,107,331,108,0,0,0
10280,26.73,26.11,1665,0.335,776,-144,-13464,86,360,91,0,0,0
10286,26.73,26.11,1572,0.317,828,-132,-13724,115,359,107,0,0,0
10291,26.73,26.11,1408,0.284,684,-148,-13864,85,320,78,0,0,0
10296,26.73,26.11,863,0.174,836,-164,-13520,112,341,76,0,0,0
10300,26.73,26.11,997,0.201,896,-128,-13392,109,321,98,0,0,0
10305,26.73,26.11,1360,0.274,840,-164,-13500,98,315,77,0,0,0
10310,26.73,26.11,1736,0.35,800,-176,-13676,94,352,121,0,0,0
